time,weather_code (wmo code),temperature_2m_mean (°F),cloud_cover_mean (%),wind_speed_10m_mean (mp/h),relative_humidity_2m_mean (%),precipitation_sum (inch),IATA_CODE
2022-01-05,3,52.5,18,4.4,77,0.0,SAN
2022-01-06,2,54.3,10,4.0,71,0.0,SAN
2022-01-07,3,53.5,40,5.9,85,0.0,SAN
2022-01-08,51,55.2,100,5.6,83,0.008,SAN
2022-01-09,3,53.6,47,4.1,79,0.0,SAN
2022-01-10,3,57.5,90,6.9,62,0.0,SAN
2022-01-11,3,58.7,35,7.0,56,0.0,SAN
2022-01-12,3,58.0,100,4.3,58,0.0,SAN
2022-01-13,51,58.1,100,5.4,54,0.008,SAN
2022-01-14,3,59.6,94,3.9,68,0.0,SAN
2022-01-15,53,60.4,100,4.2,62,0.043,SAN
2022-01-16,53,60.4,94,5.6,68,0.047,SAN
2022-01-17,61,58.8,64,5.1,85,0.22,SAN
2022-01-18,61,57.4,64,4.8,90,0.197,SAN
2022-01-19,3,56.0,30,5.0,91,0.0,SAN
2022-01-20,1,55.6,3,4.8,76,0.0,SAN
2022-01-21,2,54.4,10,5.6,79,0.0,SAN
2022-01-22,3,55.1,11,7.6,64,0.0,SAN
2022-01-23,0,56.0,0,6.8,61,0.0,SAN
2022-01-24,2,54.3,2,6.7,71,0.0,SAN
2022-01-25,3,53.8,44,6.2,75,0.0,SAN
2022-01-26,3,53.1,52,4.8,80,0.0,SAN
2022-01-27,3,53.1,8,6.6,66,0.0,SAN
2022-01-28,3,56.2,61,6.7,48,0.0,SAN
2022-01-29,3,55.3,56,6.2,42,0.0,SAN
2022-01-30,0,54.7,0,6.1,63,0.0,SAN
2022-01-31,3,53.4,72,4.9,78,0.0,SAN
2022-02-01,3,55.8,73,8.2,78,0.0,SAN
2022-02-02,1,53.0,3,7.2,69,0.0,SAN
2022-02-03,3,51.3,10,6.1,41,0.0,SAN
2022-02-04,0,53.1,0,5.6,44,0.0,SAN
2022-02-05,3,54.0,13,6.9,38,0.0,SAN
2022-02-06,0,55.4,0,6.3,41,0.0,SAN
2022-02-07,0,58.3,0,7.4,38,0.0,SAN
2022-02-08,3,59.4,14,6.3,30,0.0,SAN
2022-02-09,0,62.9,0,6.8,33,0.0,SAN
2022-02-10,0,65.8,0,7.2,29,0.0,SAN
2022-02-11,0,62.1,0,5.5,48,0.0,SAN
2022-02-12,0,66.3,1,5.1,39,0.0,SAN
2022-02-13,3,65.0,12,7.5,28,0.0,SAN
2022-02-14,3,61.0,13,4.6,51,0.0,SAN
2022-02-15,55,56.3,84,11.8,75,0.177,SAN
2022-02-16,1,53.6,8,7.8,72,0.0,SAN
2022-02-17,0,55.6,0,6.8,68,0.0,SAN
2022-02-18,1,54.1,1,6.4,57,0.0,SAN
2022-02-19,3,54.9,28,5.7,66,0.0,SAN
2022-02-20,3,56.0,69,4.9,80,0.0,SAN
2022-02-21,53,56.4,91,9.5,69,0.071,SAN
2022-02-22,53,54.5,87,13.7,69,0.11,SAN
2022-02-23,61,50.6,45,14.3,65,0.272,SAN
2022-02-24,1,48.7,2,8.6,59,0.0,SAN
2022-02-25,3,48.6,23,6.9,66,0.0,SAN
2022-02-26,3,52.6,11,6.5,59,0.0,SAN
2022-02-27,3,53.9,85,6.2,54,0.0,SAN
2022-02-28,3,58.5,20,6.0,51,0.0,SAN
2022-03-01,0,59.3,0,5.4,51,0.0,SAN
2022-03-02,3,60.4,48,4.9,55,0.0,SAN
2022-03-03,51,58.0,61,9.6,76,0.008,SAN
2022-03-04,61,56.6,56,9.8,80,0.295,SAN
2022-03-05,51,54.5,54,14.8,65,0.051,SAN
2022-03-06,2,54.3,22,7.0,65,0.0,SAN
2022-03-07,0,53.8,1,7.1,72,0.0,SAN
2022-03-08,0,54.3,1,6.4,57,0.0,SAN
2022-03-09,3,54.8,19,7.4,64,0.0,SAN
2022-03-10,51,57.7,64,8.0,75,0.004,SAN
2022-03-11,0,56.0,0,6.5,56,0.0,SAN
2022-03-12,1,57.0,3,6.3,50,0.0,SAN
2022-03-13,3,56.1,14,6.3,70,0.0,SAN
2022-03-14,3,58.6,18,6.7,75,0.0,SAN
2022-03-15,3,59.7,39,4.5,76,0.0,SAN
2022-03-16,3,59.7,51,6.4,84,0.0,SAN
2022-03-17,3,62.0,24,6.4,68,0.0,SAN
2022-03-18,3,62.6,4,5.5,63,0.0,SAN
2022-03-19,51,59.5,96,6.4,79,0.004,SAN
2022-03-20,53,58.7,40,8.6,77,0.094,SAN
2022-03-21,3,57.8,60,5.9,79,0.0,SAN
2022-03-22,2,63.5,10,4.7,67,0.0,SAN
2022-03-23,0,67.3,0,6.6,50,0.0,SAN
2022-03-24,3,64.8,17,6.0,57,0.0,SAN
2022-03-25,3,62.1,98,5.6,81,0.0,SAN
2022-03-26,3,60.4,45,5.5,82,0.0,SAN
2022-03-27,3,58.8,64,6.6,76,0.0,SAN
2022-03-28,63,59.2,92,14.4,77,0.76,SAN
2022-03-29,63,57.1,45,7.2,81,0.232,SAN
2022-03-30,3,58.2,63,5.7,83,0.0,SAN
2022-03-31,51,58.0,97,9.3,81,0.051,SAN
2022-04-01,3,59.2,41,5.4,79,0.0,SAN
2022-04-02,51,59.5,90,4.7,85,0.028,SAN
2022-04-03,51,59.7,99,7.7,83,0.016,SAN
2022-04-04,3,60.7,43,6.7,82,0.0,SAN
2022-04-05,3,60.1,42,4.8,85,0.0,SAN
2022-04-06,2,63.5,12,5.0,81,0.0,SAN
2022-04-07,3,72.5,16,5.3,55,0.0,SAN
2022-04-08,3,75.1,14,6.9,31,0.0,SAN
2022-04-09,3,64.9,57,9.7,68,0.0,SAN
2022-04-10,3,61.8,58,10.4,74,0.0,SAN
2022-04-11,51,61.1,69,11.5,67,0.043,SAN
2022-04-12,51,59.6,27,11.7,57,0.008,SAN
2022-04-13,2,58.7,9,7.4,59,0.0,SAN
2022-04-14,3,57.4,15,6.1,71,0.0,SAN
2022-04-15,3,59.3,31,6.7,74,0.0,SAN
2022-04-16,3,60.6,54,7.9,76,0.0,SAN
2022-04-17,3,61.4,28,9.3,74,0.0,SAN
2022-04-18,3,60.3,63,6.2,80,0.0,SAN
2022-04-19,3,61.1,53,6.8,81,0.0,SAN
2022-04-20,51,61.3,33,8.2,69,0.004,SAN
2022-04-21,51,59.6,11,8.1,73,0.012,SAN
2022-04-22,51,59.8,45,12.6,70,0.067,SAN
2022-04-23,1,59.7,2,7.5,71,0.0,SAN
2022-04-24,0,66.2,0,6.7,53,0.0,SAN
2022-04-25,3,67.1,17,7.0,43,0.0,SAN
2022-04-26,3,61.6,76,6.0,78,0.0,SAN
2022-04-27,51,60.2,65,9.1,74,0.008,SAN
2022-04-28,51,59.3,65,7.0,71,0.028,SAN
2022-04-29,3,61.0,21,6.2,67,0.0,SAN
2022-04-30,3,61.1,13,5.4,80,0.0,SAN
2022-05-01,51,60.3,85,10.2,80,0.012,SAN
2022-05-02,3,60.9,27,7.0,69,0.0,SAN
2022-05-03,3,60.1,52,8.0,74,0.0,SAN
2022-05-04,0,60.8,2,5.6,78,0.0,SAN
2022-05-05,3,63.4,41,6.0,79,0.0,SAN
2022-05-06,3,61.9,44,5.1,82,0.0,SAN
2022-05-07,3,63.2,74,7.8,77,0.0,SAN
2022-05-08,51,60.5,94,10.9,72,0.024,SAN
2022-05-09,51,60.5,50,9.8,63,0.004,SAN
2022-05-10,3,59.9,56,8.9,65,0.0,SAN
2022-05-11,1,58.7,2,8.7,62,0.0,SAN
2022-05-12,0,63.9,0,9.0,46,0.0,SAN
2022-05-13,0,66.8,0,5.7,56,0.0,SAN
2022-05-14,3,68.4,27,5.2,58,0.0,SAN
2022-05-15,3,62.9,44,6.3,79,0.0,SAN
2022-05-16,3,62.2,60,7.4,77,0.0,SAN
2022-05-17,51,61.2,76,8.0,75,0.004,SAN
2022-05-18,3,61.4,44,7.2,74,0.0,SAN
2022-05-19,3,60.6,64,7.5,79,0.0,SAN
2022-05-20,51,61.6,94,12.5,74,0.008,SAN
2022-05-21,3,62.0,65,9.3,71,0.0,SAN
2022-05-22,51,61.8,51,7.0,79,0.004,SAN
2022-05-23,3,61.2,75,6.3,76,0.0,SAN
2022-05-24,3,61.4,40,5.3,77,0.0,SAN
2022-05-25,2,62.9,11,5.8,78,0.0,SAN
2022-05-26,3,62.7,35,5.8,78,0.0,SAN
2022-05-27,3,63.2,84,6.8,71,0.0,SAN
2022-05-28,51,62.3,99,6.8,72,0.012,SAN
2022-05-29,51,63.2,70,7.3,73,0.004,SAN
2022-05-30,3,63.7,19,6.4,75,0.0,SAN
2022-05-31,3,63.4,39,7.7,76,0.0,SAN
2022-06-01,3,63.5,20,6.4,78,0.0,SAN
2022-06-02,3,62.7,33,6.4,80,0.0,SAN
2022-06-03,3,63.0,66,6.0,76,0.0,SAN
2022-06-04,3,63.8,97,5.4,76,0.0,SAN
2022-06-05,3,65.6,68,6.6,76,0.0,SAN
2022-06-06,51,67.3,70,7.0,78,0.008,SAN
2022-06-07,3,65.5,48,7.2,79,0.0,SAN
2022-06-08,3,64.9,28,6.2,80,0.0,SAN
2022-06-09,3,65.3,27,6.4,80,0.0,SAN
2022-06-10,2,67.0,20,5.9,79,0.0,SAN
2022-06-11,3,67.4,26,6.1,78,0.0,SAN
2022-06-12,3,65.5,42,6.2,80,0.0,SAN
2022-06-13,3,66.3,75,6.7,76,0.0,SAN
2022-06-14,3,66.2,29,7.2,74,0.0,SAN
2022-06-15,3,65.1,23,6.0,78,0.0,SAN
2022-06-16,3,65.4,30,6.3,78,0.0,SAN
2022-06-17,3,65.4,60,6.9,73,0.0,SAN
2022-06-18,3,65.2,36,6.6,67,0.0,SAN
2022-06-19,0,66.7,1,6.3,67,0.0,SAN
2022-06-20,0,69.2,0,6.0,68,0.0,SAN
2022-06-21,2,67.6,13,6.3,76,0.0,SAN
2022-06-22,51,72.2,24,7.6,69,0.012,SAN
2022-06-23,0,72.4,0,8.1,67,0.0,SAN
2022-06-24,0,70.9,0,7.5,75,0.0,SAN
2022-06-25,3,70.0,8,7.7,77,0.0,SAN
2022-06-26,3,68.4,29,5.7,80,0.0,SAN
2022-06-27,3,70.0,20,5.5,77,0.0,SAN
2022-06-28,3,70.8,41,5.1,79,0.0,SAN
2022-06-29,2,69.2,18,5.5,79,0.0,SAN
2022-06-30,3,69.2,23,6.2,78,0.0,SAN
2022-07-01,3,69.4,25,5.8,78,0.0,SAN
2022-07-02,3,68.3,24,6.2,76,0.0,SAN
2022-07-03,3,67.1,51,5.7,71,0.0,SAN
2022-07-04,3,66.9,38,6.3,69,0.0,SAN
2022-07-05,3,68.1,20,6.4,74,0.0,SAN
2022-07-06,51,69.6,56,9.6,76,0.008,SAN
2022-07-07,3,69.5,49,6.7,76,0.0,SAN
2022-07-08,3,68.7,49,6.1,78,0.0,SAN
2022-07-09,3,69.3,37,6.5,76,0.0,SAN
2022-07-10,3,68.9,31,6.1,79,0.0,SAN
2022-07-11,3,67.7,54,6.5,79,0.0,SAN
2022-07-12,3,67.5,49,6.9,75,0.0,SAN
2022-07-13,3,68.1,40,7.6,75,0.0,SAN
2022-07-14,3,68.3,27,6.1,77,0.0,SAN
2022-07-15,3,68.4,22,5.6,78,0.0,SAN
2022-07-16,51,68.7,24,5.2,81,0.008,SAN
2022-07-17,3,69.4,48,5.9,81,0.0,SAN
2022-07-18,2,69.8,13,5.7,78,0.0,SAN
2022-07-19,3,71.3,25,6.0,76,0.0,SAN
2022-07-20,3,70.7,76,5.6,77,0.0,SAN
2022-07-21,3,69.8,60,5.8,76,0.0,SAN
2022-07-22,3,68.0,49,6.5,78,0.0,SAN
2022-07-23,3,68.3,54,6.6,77,0.0,SAN
2022-07-24,3,68.8,47,5.4,77,0.0,SAN
2022-07-25,3,69.7,47,5.6,77,0.0,SAN
2022-07-26,3,69.9,57,6.5,76,0.0,SAN
2022-07-27,3,70.1,60,7.3,76,0.0,SAN
2022-07-28,3,70.0,59,6.8,75,0.0,SAN
2022-07-29,3,68.7,88,6.2,78,0.0,SAN
2022-07-30,51,70.5,74,6.0,75,0.008,SAN
2022-07-31,65,71.2,73,5.4,79,0.898,SAN
2022-08-01,53,72.1,46,6.1,79,0.043,SAN
2022-08-02,3,72.7,24,7.4,79,0.0,SAN
2022-08-03,3,72.0,64,6.9,78,0.0,SAN
2022-08-04,3,71.8,68,6.4,78,0.0,SAN
2022-08-05,3,73.9,17,8.8,76,0.0,SAN
2022-08-06,3,73.4,21,8.6,78,0.0,SAN
2022-08-07,3,73.3,44,6.5,78,0.0,SAN
2022-08-08,3,72.8,58,5.9,77,0.0,SAN
2022-08-09,3,73.8,33,5.3,78,0.0,SAN
2022-08-10,1,75.2,11,5.5,74,0.0,SAN
2022-08-11,3,74.3,20,7.1,77,0.0,SAN
2022-08-12,3,73.8,40,5.9,76,0.0,SAN
2022-08-13,3,74.2,29,5.3,77,0.0,SAN
2022-08-14,0,73.4,0,5.3,78,0.0,SAN
2022-08-15,3,73.3,25,5.3,79,0.0,SAN
2022-08-16,0,72.9,1,5.2,80,0.0,SAN
2022-08-17,3,74.0,35,5.4,79,0.0,SAN
2022-08-18,1,73.2,2,7.3,76,0.0,SAN
2022-08-19,3,70.7,29,6.0,76,0.0,SAN
2022-08-20,3,70.7,34,8.2,75,0.0,SAN
2022-08-21,3,70.9,30,5.9,76,0.0,SAN
2022-08-22,3,71.3,34,6.3,78,0.0,SAN
2022-08-23,3,70.5,51,5.1,80,0.0,SAN
2022-08-24,1,71.6,8,5.9,77,0.0,SAN
2022-08-25,3,72.7,9,5.4,76,0.0,SAN
2022-08-26,3,73.2,36,6.3,78,0.0,SAN
2022-08-27,3,71.4,42,5.9,77,0.0,SAN
2022-08-28,3,70.9,47,6.2,75,0.0,SAN
2022-08-29,3,72.1,49,7.6,75,0.0,SAN
2022-08-30,1,74.3,4,8.6,73,0.0,SAN
2022-08-31,0,76.5,1,6.6,69,0.0,SAN
2022-09-01,1,75.4,10,6.2,72,0.0,SAN
2022-09-02,2,75.7,20,4.8,75,0.0,SAN
2022-09-03,3,81.1,17,5.5,65,0.0,SAN
2022-09-04,51,83.8,83,7.5,60,0.008,SAN
2022-09-05,3,76.7,22,6.6,78,0.0,SAN
2022-09-06,0,76.2,2,4.9,75,0.0,SAN
2022-09-07,2,79.0,20,5.2,76,0.0,SAN
2022-09-08,3,82.0,75,6.7,66,0.0,SAN
2022-09-09,65,79.4,99,8.6,74,1.626,SAN
2022-09-10,61,74.8,93,7.0,83,0.228,SAN
2022-09-11,63,74.8,61,5.2,89,0.295,SAN
2022-09-12,51,74.1,64,5.6,93,0.016,SAN
2022-09-13,3,72.2,47,5.3,87,0.0,SAN
2022-09-14,3,69.2,71,5.4,85,0.0,SAN
2022-09-15,2,68.2,16,6.1,83,0.0,SAN
2022-09-16,3,67.6,12,6.0,82,0.0,SAN
2022-09-17,51,67.4,60,6.1,81,0.012,SAN
2022-09-18,51,68.7,55,5.8,72,0.024,SAN
2022-09-19,1,68.6,8,6.4,75,0.0,SAN
2022-09-20,3,69.6,16,8.2,80,0.0,SAN
2022-09-21,3,71.1,35,9.6,75,0.0,SAN
2022-09-22,3,70.0,41,6.4,78,0.0,SAN
2022-09-23,3,72.7,27,5.0,76,0.0,SAN
2022-09-24,1,73.4,9,6.7,75,0.0,SAN
2022-09-25,3,72.9,23,7.4,78,0.0,SAN
2022-09-26,0,72.6,3,6.8,81,0.0,SAN
2022-09-27,3,72.3,22,5.2,84,0.0,SAN
2022-09-28,3,70.8,60,4.3,87,0.0,SAN
2022-09-29,3,69.2,84,4.5,89,0.0,SAN
2022-09-30,3,68.5,51,5.3,81,0.0,SAN
2022-10-01,3,66.2,18,6.5,76,0.0,SAN
2022-10-02,3,68.7,46,6.2,74,0.0,SAN
2022-10-03,3,69.9,59,6.6,78,0.0,SAN
2022-10-04,3,68.6,41,4.5,84,0.0,SAN
2022-10-05,3,67.9,42,4.4,85,0.0,SAN
2022-10-06,3,67.3,42,4.7,84,0.0,SAN
2022-10-07,3,67.9,38,5.1,86,0.0,SAN
2022-10-08,3,69.5,48,4.8,85,0.0,SAN
2022-10-09,3,69.2,41,5.0,85,0.0,SAN
2022-10-10,3,68.1,65,4.8,80,0.0,SAN
2022-10-11,51,67.8,48,5.0,78,0.031,SAN
2022-10-12,51,69.3,73,5.5,78,0.008,SAN
2022-10-13,51,68.8,83,7.5,80,0.008,SAN
2022-10-14,3,66.8,79,5.8,78,0.0,SAN
2022-10-15,55,66.4,98,4.9,77,0.142,SAN
2022-10-16,51,67.0,69,5.7,82,0.067,SAN
2022-10-17,3,66.4,22,5.7,87,0.0,SAN
2022-10-18,0,70.7,1,7.1,76,0.0,SAN
2022-10-19,3,74.7,20,5.7,56,0.0,SAN
2022-10-20,2,70.4,23,5.5,64,0.0,SAN
2022-10-21,3,67.1,46,6.0,85,0.0,SAN
2022-10-22,53,65.5,99,8.9,80,0.098,SAN
2022-10-23,53,63.7,43,7.0,68,0.063,SAN
2022-10-24,0,62.6,0,6.7,62,0.0,SAN
2022-10-25,1,61.6,3,6.2,62,0.0,SAN
2022-10-26,3,63.2,16,6.8,77,0.0,SAN
2022-10-27,3,63.5,23,5.7,78,0.0,SAN
2022-10-28,1,62.3,5,5.0,70,0.0,SAN
2022-10-29,3,64.2,49,5.5,80,0.0,SAN
2022-10-30,3,63.8,38,5.0,69,0.0,SAN
2022-10-31,3,63.9,50,5.2,64,0.0,SAN
2022-11-01,3,63.9,71,7.2,81,0.0,SAN
2022-11-02,55,61.8,64,10.9,66,0.083,SAN
2022-11-03,61,58.2,25,14.0,60,0.134,SAN
2022-11-04,3,56.4,65,6.8,61,0.0,SAN
2022-11-05,3,57.7,19,5.4,61,0.0,SAN
2022-11-06,1,59.0,7,6.8,73,0.0,SAN
2022-11-07,61,61.4,87,8.0,85,0.15,SAN
2022-11-08,63,61.4,97,14.9,88,1.291,SAN
2022-11-09,51,57.8,29,8.4,73,0.016,SAN
2022-11-10,0,53.8,0,7.0,74,0.0,SAN
2022-11-11,3,54.9,55,5.4,65,0.0,SAN
2022-11-12,2,54.8,20,5.5,69,0.0,SAN
2022-11-13,3,55.0,25,6.7,77,0.0,SAN
2022-11-14,3,54.4,29,6.0,73,0.0,SAN
2022-11-15,3,55.4,18,5.2,69,0.0,SAN
2022-11-16,0,57.7,0,8.7,42,0.0,SAN
2022-11-17,3,56.2,79,6.1,48,0.0,SAN
2022-11-18,3,55.5,4,5.0,66,0.0,SAN
2022-11-19,0,57.3,0,5.9,54,0.0,SAN
2022-11-20,3,58.6,8,6.6,41,0.0,SAN
2022-11-21,3,59.0,75,6.4,37,0.0,SAN
2022-11-22,3,57.2,51,5.5,48,0.0,SAN
2022-11-23,0,55.0,2,5.1,51,0.0,SAN
2022-11-24,2,60.7,8,8.4,30,0.0,SAN
2022-11-25,3,59.7,12,6.8,31,0.0,SAN
2022-11-26,0,56.0,0,6.0,55,0.0,SAN
2022-11-27,3,56.0,29,5.1,68,0.0,SAN
2022-11-28,3,57.6,91,7.9,75,0.0,SAN
2022-11-29,51,57.3,53,7.3,73,0.004,SAN
2022-11-30,3,54.0,34,6.5,78,0.0,SAN
2022-12-01,51,55.9,96,6.0,69,0.008,SAN
2022-12-02,3,57.7,98,6.9,68,0.0,SAN
2022-12-03,3,57.5,100,5.1,76,0.0,SAN
2022-12-04,3,58.4,49,5.2,80,0.0,SAN
2022-12-05,3,58.7,81,4.7,79,0.0,SAN
2022-12-06,3,56.3,79,5.1,74,0.0,SAN
2022-12-07,3,55.1,19,5.0,75,0.0,SAN
2022-12-08,2,51.5,7,7.5,76,0.0,SAN
2022-12-09,1,51.3,3,6.3,77,0.0,SAN
2022-12-10,1,52.3,4,5.1,77,0.0,SAN
2022-12-11,63,54.4,74,12.1,81,0.362,SAN
2022-12-12,61,49.1,57,7.5,83,0.283,SAN
2022-12-13,3,49.1,24,6.1,80,0.0,SAN
2022-12-14,1,48.6,5,6.7,77,0.0,SAN
2022-12-15,3,50.1,81,6.0,77,0.0,SAN
2022-12-16,3,52.5,69,5.8,69,0.0,SAN
2022-12-17,3,50.6,77,5.9,55,0.0,SAN
2022-12-18,3,52.8,33,5.5,70,0.0,SAN
2022-12-19,3,50.2,13,6.2,68,0.0,SAN
2022-12-20,3,50.1,47,6.2,68,0.0,SAN
2022-12-21,3,52.6,10,5.3,65,0.0,SAN
2022-12-22,3,54.2,59,4.7,70,0.0,SAN
2022-12-23,2,53.2,11,5.0,76,0.0,SAN
2022-12-24,0,55.8,0,5.3,69,0.0,SAN
2022-12-25,3,60.0,10,5.7,53,0.0,SAN
2022-12-26,3,60.5,64,5.0,52,0.0,SAN
2022-12-27,55,57.9,100,6.0,79,0.055,SAN
2022-12-28,63,57.7,63,7.8,90,0.539,SAN
2022-12-29,51,56.3,98,6.0,86,0.008,SAN
2022-12-30,51,57.4,99,3.0,89,0.024,SAN
2022-12-31,53,58.0,92,6.2,91,0.094,SAN
2023-01-01,65,56.3,62,18.8,80,0.902,SAN
2023-01-02,51,55.0,83,8.6,77,0.079,SAN
2023-01-03,61,56.6,100,11.9,83,0.224,SAN
2023-01-04,55,59.1,97,7.7,89,0.201,SAN
2023-01-05,61,57.1,78,10.2,88,0.488,SAN
2023-01-06,3,52.1,46,6.2,88,0.0,SAN
2023-01-07,3,53.0,73,4.8,73,0.0,SAN
2023-01-08,3,54.1,58,4.6,73,0.0,SAN
2023-01-09,3,55.2,96,8.1,75,0.0,SAN
2023-01-10,63,57.4,99,13.0,86,0.465,SAN
2023-01-11,3,53.1,67,6.5,84,0.0,SAN
2023-01-12,3,54.7,83,5.1,73,0.0,SAN
2023-01-13,3,54.2,90,5.3,73,0.0,SAN
2023-01-14,65,54.4,100,9.4,87,1.295,SAN
2023-01-15,61,56.6,100,10.1,86,0.547,SAN
2023-01-16,65,56.1,86,14.9,85,1.807,SAN
2023-01-17,61,52.8,41,10.8,72,0.201,SAN
2023-01-18,3,49.9,70,6.5,75,0.0,SAN
2023-01-19,53,49.1,29,6.3,79,0.024,SAN
2023-01-20,3,52.2,24,6.6,76,0.0,SAN
2023-01-21,0,49.4,0,6.5,68,0.0,SAN
2023-01-22,3,49.3,26,7.7,75,0.0,SAN
2023-01-23,0,48.6,2,6.8,67,0.0,SAN
2023-01-24,0,49.1,0,6.3,66,0.0,SAN
2023-01-25,1,50.6,3,5.5,69,0.0,SAN
2023-01-26,0,54.7,0,11.3,44,0.0,SAN
2023-01-27,0,51.4,0,6.6,60,0.0,SAN
2023-01-28,51,52.5,72,9.1,76,0.004,SAN
2023-01-29,55,53.9,88,11.0,78,0.118,SAN
2023-01-30,63,51.6,88,8.1,83,0.567,SAN
2023-01-31,61,51.7,33,5.1,76,0.256,SAN
2023-02-01,0,49.8,0,5.7,66,0.0,SAN
2023-02-02,3,50.6,73,5.1,68,0.0,SAN
2023-02-03,3,53.2,77,5.8,71,0.0,SAN
2023-02-04,3,52.5,12,5.4,77,0.0,SAN
2023-02-05,51,53.8,40,6.4,84,0.004,SAN
2023-02-06,2,53.5,10,8.1,76,0.0,SAN
2023-02-07,3,51.9,9,6.0,66,0.0,SAN
2023-02-08,3,53.1,34,6.0,65,0.0,SAN
2023-02-09,0,57.0,0,6.6,61,0.0,SAN
2023-02-10,3,56.9,45,7.2,46,0.0,SAN
2023-02-11,51,54.3,58,7.4,70,0.012,SAN
2023-02-12,53,50.6,63,6.6,74,0.059,SAN
2023-02-13,53,52.6,58,8.3,79,0.083,SAN
2023-02-14,51,53.6,80,12.7,75,0.063,SAN
2023-02-15,0,48.6,0,7.7,56,0.0,SAN
2023-02-16,3,50.2,65,7.7,45,0.0,SAN
2023-02-17,3,52.0,97,5.5,47,0.0,SAN
2023-02-18,51,51.8,60,5.6,57,0.02,SAN
2023-02-19,51,51.5,36,7.0,67,0.016,SAN
2023-02-20,1,53.4,6,5.6,76,0.0,SAN
2023-02-21,53,53.7,52,10.9,79,0.094,SAN
2023-02-22,53,51.7,39,20.6,56,0.11,SAN
2023-02-23,63,49.3,78,9.9,76,0.803,SAN
2023-02-24,51,52.4,85,14.6,75,0.035,SAN
2023-02-25,65,52.0,81,15.5,74,1.441,SAN
2023-02-26,71,49.7,45,8.2,71,0.213,SAN
2023-02-27,51,49.8,38,6.5,75,0.008,SAN
2023-02-28,51,52.2,54,7.3,82,0.043,SAN
2023-03-01,61,50.9,69,19.2,72,0.382,SAN
2023-03-02,1,48.8,4,6.3,70,0.0,SAN
2023-03-03,2,49.1,6,5.5,78,0.0,SAN
2023-03-04,51,49.9,48,7.2,81,0.028,SAN
2023-03-05,3,52.4,92,5.0,70,0.0,SAN
2023-03-06,3,51.3,71,6.6,80,0.0,SAN
2023-03-07,3,51.7,60,5.7,78,0.0,SAN
2023-03-08,3,49.7,60,6.4,80,0.0,SAN
2023-03-09,3,51.9,41,5.8,83,0.0,SAN
2023-03-10,63,53.6,98,4.9,87,0.335,SAN
2023-03-11,61,58.2,100,9.2,96,0.28,SAN
2023-03-12,51,58.0,75,5.4,93,0.008,SAN
2023-03-13,51,57.5,91,5.5,90,0.008,SAN
2023-03-14,53,56.7,100,5.4,92,0.122,SAN
2023-03-15,63,56.9,100,14.0,92,1.528,SAN
2023-03-16,51,54.0,57,5.2,79,0.02,SAN
2023-03-17,3,52.8,22,6.5,86,0.0,SAN
2023-03-18,3,57.7,57,5.5,73,0.0,SAN
2023-03-19,53,57.6,100,8.0,84,0.122,SAN
2023-03-20,51,56.9,99,10.7,87,0.063,SAN
2023-03-21,63,56.3,85,16.8,83,1.35,SAN
2023-03-22,61,54.8,49,9.2,71,0.268,SAN
2023-03-23,51,52.8,45,8.3,82,0.035,SAN
2023-03-24,2,53.8,21,6.5,78,0.0,SAN
2023-03-25,51,52.4,11,7.1,79,0.004,SAN
2023-03-26,3,52.0,31,7.6,76,0.0,SAN
2023-03-27,3,54.6,27,7.3,71,0.0,SAN
2023-03-28,3,54.7,24,6.4,71,0.0,SAN
2023-03-29,63,52.4,80,6.9,87,0.307,SAN
2023-03-30,61,52.3,48,8.7,77,0.26,SAN
2023-03-31,3,52.1,57,7.5,81,0.0,SAN
2023-04-01,2,53.4,7,5.5,84,0.0,SAN
2023-04-02,3,54.0,57,5.3,86,0.0,SAN
2023-04-03,51,54.7,60,12.3,70,0.012,SAN
2023-04-04,3,52.0,23,11.4,52,0.0,SAN
2023-04-05,3,52.2,43,6.9,72,0.0,SAN
2023-04-06,3,55.2,13,5.5,66,0.0,SAN
2023-04-07,3,55.7,49,5.0,75,0.0,SAN
2023-04-08,3,55.5,62,6.0,90,0.0,SAN
2023-04-09,3,57.5,52,5.8,88,0.0,SAN
2023-04-10,3,56.5,55,3.9,92,0.0,SAN
2023-04-11,3,56.3,79,4.3,90,0.0,SAN
2023-04-12,51,56.3,100,9.7,84,0.063,SAN
2023-04-13,53,54.5,98,10.6,78,0.11,SAN
2023-04-14,51,55.2,66,6.7,76,0.004,SAN
2023-04-15,3,56.6,19,5.7,83,0.0,SAN
2023-04-16,3,56.8,74,5.1,85,0.0,SAN
2023-04-17,3,56.5,72,4.5,81,0.0,SAN
2023-04-18,51,57.1,70,6.3,77,0.016,SAN
2023-04-19,3,57.2,44,7.1,72,0.0,SAN
2023-04-20,3,60.4,8,7.1,70,0.0,SAN
2023-04-21,0,66.3,0,6.2,54,0.0,SAN
2023-04-22,3,64.4,39,4.6,68,0.0,SAN
2023-04-23,3,59.7,41,7.4,80,0.0,SAN
2023-04-24,51,59.7,45,7.0,79,0.004,SAN
2023-04-25,3,59.8,65,6.0,77,0.0,SAN
2023-04-26,3,61.6,47,6.5,80,0.0,SAN
2023-04-27,3,60.9,43,5.4,82,0.0,SAN
2023-04-28,3,59.7,39,6.4,79,0.0,SAN
